full_text,sentimen,cleaned_text,cleanedNormalized_text,tokenisasiSastrawi,tokens_no_stopwords,tokens_stemmed,final_preprocessed_text
Yaaaa gimana gak marriage is scary? Misal ada yg bilang ya makanya jangan cari di alter HEH!!!! Guru ngaji gue bapak2 ga pake alter aja selingkuh!!!! Om gue yg ngang ngong aja KDRT!!! Yaudah aja kalo nau nikaahh. Jangan ajak2 yg lain Jangan paksa2 orang lain buat ikutin lu,negatif,yaa gimana gak marriage is scary misal ada yg bilang ya makanya jangan cari di alter heh guru ngaji gue bapak ga pake alter aja selingkuh om gue yg ngang ngong aja kdrt yaudah aja kalo nau nikaahh jangan ajak yg lain jangan paksa orang lain buat ikutin lu,yaa bagaimana tidak marriage is scary misal ada yang bilang ya makanya jangan cari di alter heh guru ngaji saya bapak tidak pakai alter saja selingkuh om saya yang ngang ngong saja kdrt yaudah saja kalau nau nikaahh jangan ajak yang lain jangan paksa orang lain buat ikutin kamu,"['yaa', 'bagaimana', 'tidak', 'marriage', 'is', 'scary', 'misal', 'ada', 'yang', 'bilang', 'ya', 'makanya', 'jangan', 'cari', 'di', 'alter', 'heh', 'guru', 'ngaji', 'saya', 'bapak', 'tidak', 'pakai', 'alter', 'saja', 'selingkuh', 'om', 'saya', 'yang', 'ngang', 'ngong', 'saja', 'kdrt', 'yaudah', 'saja', 'kalau', 'nau', 'nikaahh', 'jangan', 'ajak', 'yang', 'lain', 'jangan', 'paksa', 'orang', 'lain', 'buat', 'ikutin', 'kamu']","['yaa', 'bagaimana', 'tidak', 'marriage', 'is', 'scary', 'misal', 'bilang', 'makanya', 'jangan', 'cari', 'alter', 'heh', 'guru', 'ngaji', 'bapak', 'tidak', 'pakai', 'alter', 'selingkuh', 'om', 'ngang', 'ngong', 'kdrt', 'yaudah', 'kalau', 'nau', 'nikaahh', 'jangan', 'ajak', 'jangan', 'paksa', 'orang', 'buat', 'ikutin', 'kamu']","['yaa', 'tidak', 'marriage', 'is', 'scary', 'misal', 'bilang', 'makanya', 'jangan', 'cari', 'alter', 'heh', 'guru', 'ngaji', 'bapak', 'tidak', 'pakai', 'alter', 'selingkuh', 'om', 'ngang', 'ngong', 'kdrt', 'yaudah', 'nau', 'nikaahh', 'jangan', 'ajak', 'jangan', 'paksa', 'orang', 'buat', 'ikutin']",yaa tidak marriage is scary misal bilang makanya jangan cari alter heh guru ngaji bapak tidak pakai alter selingkuh om ngang ngong kdrt yaudah nau nikaahh jangan ajak jangan paksa orang buat ikutin
GUYS TOLONG AKUUUU aku mau laporin kaka ipar aku KADES yang kdrt+tukang selingkuh. Kita udah laporin polisi tapi sampai sekrang blm ada kelanjutan karna kita gaada power smntara si onoh KADES dan punya backingan pls harus lapor kmana @Gerindra,negatif,guys tolong akuu aku mau laporin kaka ipar aku kades yang kdrttukang selingkuh kita udah laporin polisi tapi sampai sekrang blm ada kelanjutan karna kita gaada power smntara si onoh kades dan punya backingan pls harus lapor kmana,guys tolong akuu saya mau laporin kaka ipar saya kades yang kdrttukang selingkuh kita sudah laporin polisi tetapi sampai sekrang belum ada kelanjutan karena kita gaada power smntara si onoh kades dan punya backingan pls harus lapor kmana,"['guys', 'tolong', 'akuu', 'saya', 'mau', 'laporin', 'kaka', 'ipar', 'saya', 'kades', 'yang', 'kdrttukang', 'selingkuh', 'kita', 'sudah', 'laporin', 'polisi', 'tetapi', 'sampai', 'sekrang', 'belum', 'ada', 'kelanjutan', 'karena', 'kita', 'gaada', 'power', 'smntara', 'si', 'onoh', 'kades', 'dan', 'punya', 'backingan', 'pls', 'harus', 'lapor', 'kmana']","['guys', 'akuu', 'mau', 'laporin', 'kaka', 'ipar', 'kades', 'kdrttukang', 'selingkuh', 'laporin', 'polisi', 'sekrang', 'kelanjutan', 'gaada', 'power', 'smntara', 'si', 'onoh', 'kades', 'punya', 'backingan', 'pls', 'lapor', 'kmana']","['guys', 'akuu', 'laporin', 'kaka', 'ipar', 'kades', 'kdrttukang', 'selingkuh', 'laporin', 'polisi', 'sekrang', 'lanjut', 'gaada', 'power', 'smntara', 'onoh', 'kades', 'punya', 'backingan', 'pls', 'lapor', 'kmana']",guys akuu laporin kaka ipar kades kdrttukang selingkuh laporin polisi sekrang lanjut gaada power smntara onoh kades punya backingan pls lapor kmana
They are fucking deaf. Cause why the fuck they didn t see all those marriage casses? KDRT pembunuhan perselingkuhan itu semua gambaran dr ga adanya kesiapain buat nikah. Kalo mindset org pada bodo amat ga ada persiapan yg penting nikah we all fucked up,negatif,they are fucking deaf cause why the fuck they didn t see all those marriage casses kdrt pembunuhan perselingkuhan itu semua gambaran dr ga adanya kesiapain buat nikah kalo mindset org pada bodo amat ga ada persiapan yg penting nikah we all fucked up,they are fucking deaf cause why the fuck they didn t see all those marriage casses kdrt pembunuhan perselingkuhan itu semua gambaran dari tidak adanya kesiapain buat nikah kalau mindset orang pada bodo amat tidak ada persiapan yang penting nikah we all fucked up,"['they', 'are', 'fucking', 'deaf', 'cause', 'why', 'the', 'fuck', 'they', 'didn', 't', 'see', 'all', 'those', 'marriage', 'casses', 'kdrt', 'pembunuhan', 'perselingkuhan', 'itu', 'semua', 'gambaran', 'dari', 'tidak', 'adanya', 'kesiapain', 'buat', 'nikah', 'kalau', 'mindset', 'orang', 'pada', 'bodo', 'amat', 'tidak', 'ada', 'persiapan', 'yang', 'penting', 'nikah', 'we', 'all', 'fucked', 'up']","['they', 'are', 'fucking', 'deaf', 'cause', 'why', 'the', 'fuck', 'they', 'didn', 't', 'see', 'all', 'those', 'marriage', 'casses', 'kdrt', 'pembunuhan', 'perselingkuhan', 'semua', 'gambaran', 'tidak', 'adanya', 'kesiapain', 'buat', 'nikah', 'kalau', 'mindset', 'orang', 'bodo', 'tidak', 'persiapan', 'penting', 'nikah', 'we', 'all', 'fucked', 'up']","['they', 'are', 'fucking', 'deaf', 'cause', 'why', 'the', 'fuck', 'they', 'didn', 't', 'see', 'all', 'those', 'marriage', 'casses', 'kdrt', 'bunuh', 'selingkuh', 'semua', 'gambar', 'tidak', 'ada', 'kesiapain', 'buat', 'nikah', 'mindset', 'orang', 'bodo', 'tidak', 'siap', 'penting', 'nikah', 'we', 'all', 'fucked', 'up']",they are fucking deaf cause why the fuck they didn t see all those marriage casses kdrt bunuh selingkuh semua gambar tidak ada kesiapain buat nikah mindset orang bodo tidak siap penting nikah we all fucked up
Lari mbak lari Bakal KDRT klu nikah,negatif,lari mbak lari bakal kdrt klu nikah,lari mbak lari akan kdrt kalau nikah,"['lari', 'mbak', 'lari', 'akan', 'kdrt', 'kalau', 'nikah']","['lari', 'mbak', 'lari', 'kdrt', 'kalau', 'nikah']","['lari', 'mbak', 'lari', 'kdrt', 'nikah']",lari mbak lari kdrt nikah
ngeliat temen ibu tuh keren bgt dia jg pernah kena kdrt. Suaminya? Cerai lah. Tp dia berhasil ngedidik anaknya dibarengin ngejar mimpi setelah cerai itu.,positif,ngeliat temen ibu tuh keren bgt dia jg pernah kena kdrt suaminya cerai lah tp dia berhasil ngedidik anaknya dibarengin ngejar mimpi setelah cerai itu,melihat teman ibu keren sangat dia juga pernah terkena kdrt suaminya cerai tetapi dia berhasil ngedidik anaknya dibarengin ngejar mimpi setelah cerai itu,"['melihat', 'teman', 'ibu', 'keren', 'sangat', 'dia', 'juga', 'pernah', 'terkena', 'kdrt', 'suaminya', 'cerai', 'tetapi', 'dia', 'berhasil', 'ngedidik', 'anaknya', 'dibarengin', 'ngejar', 'mimpi', 'setelah', 'cerai', 'itu']","['melihat', 'teman', 'ibu', 'keren', 'sangat', 'pernah', 'terkena', 'kdrt', 'suaminya', 'cerai', 'berhasil', 'ngedidik', 'anaknya', 'dibarengin', 'ngejar', 'mimpi', 'cerai']","['lihat', 'teman', 'ibu', 'keren', 'sangat', 'pernah', 'kena', 'kdrt', 'suami', 'cerai', 'hasil', 'ngedidik', 'anak', 'dibarengin', 'ngejar', 'mimpi', 'cerai']",lihat teman ibu keren sangat pernah kena kdrt suami cerai hasil ngedidik anak dibarengin ngejar mimpi cerai
bahkan aku nangis di nikahan kedua nya sahabat aku setelah dia terkena kdrt sama suami yg pertama. kayak aku seneng akhirnya dia bahagia dapet laki laki yg sayang sama dia dan mau berjuang bersama,positif,bahkan aku nangis di nikahan kedua nya sahabat aku setelah dia terkena kdrt sama suami yg pertama kayak aku seneng akhirnya dia bahagia dapet laki laki yg sayang sama dia dan mau berjuang bersama,bahkan saya nangis di nikahan kedua nya sahabat saya setelah dia terkena kdrt sama suami yang pertama seperti saya senang akhirnya dia bahagia dapat laki laki yang sayang sama dia dan mau berjuang bersama,"['bahkan', 'saya', 'nangis', 'di', 'nikahan', 'kedua', 'nya', 'sahabat', 'saya', 'setelah', 'dia', 'terkena', 'kdrt', 'sama', 'suami', 'yang', 'pertama', 'seperti', 'saya', 'senang', 'akhirnya', 'dia', 'bahagia', 'dapat', 'laki', 'laki', 'yang', 'sayang', 'sama', 'dia', 'dan', 'mau', 'berjuang', 'bersama']","['bahkan', 'nangis', 'nikahan', 'kedua', 'nya', 'sahabat', 'terkena', 'kdrt', 'sama', 'suami', 'pertama', 'senang', 'akhirnya', 'bahagia', 'laki', 'laki', 'sayang', 'sama', 'mau', 'berjuang', 'bersama']","['bahkan', 'nang', 'nikah', 'dua', 'sahabat', 'kena', 'kdrt', 'sama', 'suami', 'pertama', 'senang', 'akhir', 'bahagia', 'laki', 'laki', 'sayang', 'sama', 'juang', 'sama']",bahkan nang nikah dua sahabat kena kdrt sama suami pertama senang akhir bahagia laki laki sayang sama juang sama
@Ramendan_alter @Dilgone Yang tololnya dia tuh korban KDRT dan broken home juga. Dia udah ngerasain gimana sakitnya gak punya sosok ayah&amp;ibu dan ternyata itu juga yg dia lakuin ke anaknya. Dari awal dia gak mau punya anak tapi gak mau hs pake kondom krn katanya gak enak. Udah lahir gak diurusin. Egois!,negatif,yang tololnya dia tuh korban kdrt dan broken home juga dia udah ngerasain gimana sakitnya gak punya sosok ayahdanibu dan ternyata itu juga yg dia lakuin ke anaknya dari awal dia gak mau punya anak tapi gak mau hs pake kondom krn katanya gak enak udah lahir gak diurusin egois,yang tololnya dia korban kdrt dan broken home juga dia sudah merasakan bagaimana sakitnya tidak punya sosok ayahdanibu dan ternyata itu juga yang dia lakuin ke anaknya dari awal dia tidak mau punya anak tetapi tidak mau berhubungan seks pakai kondom karena katanya tidak enak sudah lahir tidak diurusin egois,"['yang', 'tololnya', 'dia', 'korban', 'kdrt', 'dan', 'broken', 'home', 'juga', 'dia', 'sudah', 'merasakan', 'bagaimana', 'sakitnya', 'tidak', 'punya', 'sosok', 'ayahdanibu', 'dan', 'ternyata', 'itu', 'juga', 'yang', 'dia', 'lakuin', 'ke', 'anaknya', 'dari', 'awal', 'dia', 'tidak', 'mau', 'punya', 'anak', 'tetapi', 'tidak', 'mau', 'berhubungan', 'seks', 'pakai', 'kondom', 'karena', 'katanya', 'tidak', 'enak', 'sudah', 'lahir', 'tidak', 'diurusin', 'egois']","['tololnya', 'korban', 'kdrt', 'broken', 'home', 'merasakan', 'bagaimana', 'sakitnya', 'tidak', 'punya', 'sosok', 'ayahdanibu', 'ternyata', 'lakuin', 'anaknya', 'awal', 'tidak', 'mau', 'punya', 'anak', 'tidak', 'mau', 'berhubungan', 'seks', 'pakai', 'kondom', 'katanya', 'tidak', 'enak', 'lahir', 'tidak', 'diurusin', 'egois']","['tolol', 'korban', 'kdrt', 'broken', 'home', 'rasa', 'sakit', 'tidak', 'punya', 'sosok', 'ayahdanibu', 'nyata', 'lakuin', 'anak', 'awal', 'tidak', 'punya', 'anak', 'tidak', 'hubung', 'seks', 'pakai', 'kondom', 'kata', 'tidak', 'enak', 'lahir', 'tidak', 'diurusin', 'egois']",tolol korban kdrt broken home rasa sakit tidak punya sosok ayahdanibu nyata lakuin anak awal tidak punya anak tidak hubung seks pakai kondom kata tidak enak lahir tidak diurusin egois
Ga aneh klo byk kasus KDRT &amp; perceraian semakin tinggi ya krn begini ini sistem mrka dlm melakukan brainwashing pengikut nya dgn istilah istri manut sm suami itu pahala nya gede jaminan surga ndas mu mbledos cooook!!,negatif,ga aneh klo byk kasus kdrt dan perceraian semakin tinggi ya krn begini ini sistem mrka dlm melakukan brainwashing pengikut nya dgn istilah istri manut sm suami itu pahala nya gede jaminan surga ndas mu mbledos cook,tidak aneh kalau banyak kasus kdrt dan perceraian semakin tinggi ya karena begini ini sistem mrka dalam melakukan brainwashing pengikut nya dengan istilah istri manut sama suami itu pahala nya gede jaminan surga ndas mu mbledos cook,"['tidak', 'aneh', 'kalau', 'banyak', 'kasus', 'kdrt', 'dan', 'perceraian', 'semakin', 'tinggi', 'ya', 'karena', 'begini', 'ini', 'sistem', 'mrka', 'dalam', 'melakukan', 'brainwashing', 'pengikut', 'nya', 'dengan', 'istilah', 'istri', 'manut', 'sama', 'suami', 'itu', 'pahala', 'nya', 'gede', 'jaminan', 'surga', 'ndas', 'mu', 'mbledos', 'cook']","['tidak', 'aneh', 'kalau', 'banyak', 'kasus', 'kdrt', 'perceraian', 'semakin', 'tinggi', 'begini', 'sistem', 'mrka', 'melakukan', 'brainwashing', 'pengikut', 'nya', 'istilah', 'istri', 'manut', 'sama', 'suami', 'pahala', 'nya', 'gede', 'jaminan', 'surga', 'ndas', 'mu', 'mbledos', 'cook']","['tidak', 'aneh', 'banyak', 'kasus', 'kdrt', 'cerai', 'makin', 'tinggi', 'begini', 'sistem', 'mrka', 'laku', 'brainwashing', 'ikut', 'istilah', 'istri', 'manut', 'sama', 'suami', 'pahala', 'gede', 'jamin', 'surga', 'ndas', 'mu', 'mbledos', 'cook']",tidak aneh banyak kasus kdrt cerai makin tinggi begini sistem mrka laku brainwashing ikut istilah istri manut sama suami pahala gede jamin surga ndas mu mbledos cook
@tyramissyou_ Kaum lu mayoritas pelaku pemerkosa pembunuh kdrt. Eat that shit. Terserah muji ibu kayak gimana ya org lain punya cerita sendiri. Dan emg kenyataan di real life ada gitu yg ganggu lu kalau cerita ttg ibu lu? GAKAN. ga kayak KAUM LAKI2. KRIMINAL.,negatif,kaum lu mayoritas pelaku pemerkosa pembunuh kdrt eat that shit terserah muji ibu kayak gimana ya org lain punya cerita sendiri dan emg kenyataan di real life ada gitu yg ganggu lu kalau cerita ttg ibu lu gakan ga kayak kaum laki kriminal,kaum kamu mayoritas pelaku pemerkosa pembunuh kdrt eat that shit terserah muji ibu seperti bagaimana ya orang lain punya cerita sendiri dan memang kenyataan di aslinya ada begitu yang ganggu kamu kalau cerita tentang ibu kamu gakan tidak seperti kaum laki kriminal,"['kaum', 'kamu', 'mayoritas', 'pelaku', 'pemerkosa', 'pembunuh', 'kdrt', 'eat', 'that', 'shit', 'terserah', 'muji', 'ibu', 'seperti', 'bagaimana', 'ya', 'orang', 'lain', 'punya', 'cerita', 'sendiri', 'dan', 'memang', 'kenyataan', 'di', 'aslinya', 'ada', 'begitu', 'yang', 'ganggu', 'kamu', 'kalau', 'cerita', 'tentang', 'ibu', 'kamu', 'gakan', 'tidak', 'seperti', 'kaum', 'laki', 'kriminal']","['kaum', 'kamu', 'mayoritas', 'pelaku', 'pemerkosa', 'pembunuh', 'kdrt', 'eat', 'that', 'shit', 'terserah', 'muji', 'ibu', 'bagaimana', 'orang', 'punya', 'cerita', 'sendiri', 'memang', 'kenyataan', 'aslinya', 'ganggu', 'kamu', 'kalau', 'cerita', 'ibu', 'kamu', 'gakan', 'tidak', 'kaum', 'laki', 'kriminal']","['kaum', 'mayoritas', 'laku', 'perkosa', 'bunuh', 'kdrt', 'eat', 'that', 'shit', 'serah', 'muji', 'ibu', 'orang', 'punya', 'cerita', 'sendiri', 'memang', 'nyata', 'asli', 'ganggu', 'cerita', 'ibu', 'gakan', 'tidak', 'kaum', 'laki', 'kriminal']",kaum mayoritas laku perkosa bunuh kdrt eat that shit serah muji ibu orang punya cerita sendiri memang nyata asli ganggu cerita ibu gakan tidak kaum laki kriminal
Benar-benar gila sih. Berapa kali pun gua ngawal Tante dan teman2nya melakukan pendampingan perlindungan meng-advokasi korban KDRT kalau ada anak-anak terlibat dalam kasus nangis gua. Asliik suuuu Juancuok,negatif,benar benar gila sih berapa kali pun gua ngawal tante dan temannya melakukan pendampingan perlindungan meng advokasi korban kdrt kalau ada anak anak terlibat dalam kasus nangis gua asliik suu juancuok,benar benar gila berapa kali pun saya ngawal tante dan temannya melakukan pendampingan perlindungan meng advokasi korban kdrt kalau ada anak anak terlibat dalam kasus nangis saya asliik suu juancuok,"['benar', 'benar', 'gila', 'berapa', 'kali', 'pun', 'saya', 'ngawal', 'tante', 'dan', 'temannya', 'melakukan', 'pendampingan', 'perlindungan', 'meng', 'advokasi', 'korban', 'kdrt', 'kalau', 'ada', 'anak', 'anak', 'terlibat', 'dalam', 'kasus', 'nangis', 'saya', 'asliik', 'suu', 'juancuok']","['benar', 'benar', 'gila', 'berapa', 'kali', 'ngawal', 'tante', 'temannya', 'melakukan', 'pendampingan', 'perlindungan', 'meng', 'advokasi', 'korban', 'kdrt', 'kalau', 'anak', 'anak', 'terlibat', 'kasus', 'nangis', 'asliik', 'suu', 'juancuok']","['benar', 'benar', 'gila', 'berapa', 'kali', 'ngawal', 'tante', 'teman', 'laku', 'damping', 'lindung', 'meng', 'advokasi', 'korban', 'kdrt', 'anak', 'anak', 'libat', 'kasus', 'nang', 'asliik', 'suu', 'juancuok']",benar benar gila berapa kali ngawal tante teman laku damping lindung meng advokasi korban kdrt anak anak libat kasus nang asliik suu juancuok
Berusaha untuk tidak terbawa perasaan itu susah Cuuy apalagi kalau ada anak-anak balita yang terdampak Ini para Ummi pendamping korban kuat amat iihh... Gua tadi nyupirin Tante dan korban KDRT yang babak belur penuh luka dari RS ke rumah ortu korban,negatif,berusaha untuk tidak terbawa perasaan itu susah cuuy apalagi kalau ada anak anak balita yang terdampak ini para ummi pendamping korban kuat amat iihh gua tadi nyupirin tante dan korban kdrt yang babak belur penuh luka dari rs ke rumah ortu korban,berusaha untuk tidak terbawa perasaan itu susah cuuy apalagi kalau ada anak anak balita yang terdampak ini para ummi pendamping korban kuat amat iihh saya tadi nyupirin tante dan korban kdrt yang babak belur penuh luka dari rumah sakit ke rumah orang tua korban,"['berusaha', 'untuk', 'tidak', 'terbawa', 'perasaan', 'itu', 'susah', 'cuuy', 'apalagi', 'kalau', 'ada', 'anak', 'anak', 'balita', 'yang', 'terdampak', 'ini', 'para', 'ummi', 'pendamping', 'korban', 'kuat', 'amat', 'iihh', 'saya', 'tadi', 'nyupirin', 'tante', 'dan', 'korban', 'kdrt', 'yang', 'babak', 'belur', 'penuh', 'luka', 'dari', 'rumah', 'sakit', 'ke', 'rumah', 'orang', 'tua', 'korban']","['berusaha', 'tidak', 'terbawa', 'perasaan', 'susah', 'cuuy', 'kalau', 'anak', 'anak', 'balita', 'terdampak', 'ummi', 'pendamping', 'korban', 'kuat', 'iihh', 'tadi', 'nyupirin', 'tante', 'korban', 'kdrt', 'babak', 'belur', 'penuh', 'luka', 'rumah', 'sakit', 'rumah', 'orang', 'tua', 'korban']","['usaha', 'tidak', 'bawa', 'asa', 'susah', 'cuuy', 'anak', 'anak', 'balita', 'dampak', 'ummi', 'damping', 'korban', 'kuat', 'iihh', 'tadi', 'nyupirin', 'tante', 'korban', 'kdrt', 'babak', 'bur', 'penuh', 'luka', 'rumah', 'sakit', 'rumah', 'orang', 'tua', 'korban']",usaha tidak bawa asa susah cuuy anak anak balita dampak ummi damping korban kuat iihh tadi nyupirin tante korban kdrt babak bur penuh luka rumah sakit rumah orang tua korban
Emang cukup nikah sama bikin anak doang? Takut nanti pasangan gue selingkuh or ga kdrt or ga bertanggung jawab or ga Takut kalo nanti anak yg jadi korban Takut karna pihak perempuan no 1 yg paling disalahin di hakimi Ga siap bye,negatif,emang cukup nikah sama bikin anak doang takut nanti pasangan gue selingkuh or ga kdrt or ga bertanggung jawab or ga takut kalo nanti anak yg jadi korban takut karna pihak perempuan no yg paling disalahin di hakimi ga siap bye,memang cukup nikah sama bikin anak doang takut nanti pasangan saya selingkuh or tidak kdrt or tidak bertanggung jawab or tidak takut kalau nanti anak yang jadi korban takut karena pihak perempuan tidak yang paling disalahin di hakimi tidak siap bye,"['memang', 'cukup', 'nikah', 'sama', 'bikin', 'anak', 'doang', 'takut', 'nanti', 'pasangan', 'saya', 'selingkuh', 'or', 'tidak', 'kdrt', 'or', 'tidak', 'bertanggung', 'jawab', 'or', 'tidak', 'takut', 'kalau', 'nanti', 'anak', 'yang', 'jadi', 'korban', 'takut', 'karena', 'pihak', 'perempuan', 'tidak', 'yang', 'paling', 'disalahin', 'di', 'hakimi', 'tidak', 'siap', 'bye']","['memang', 'cukup', 'nikah', 'sama', 'bikin', 'anak', 'doang', 'takut', 'pasangan', 'selingkuh', 'or', 'tidak', 'kdrt', 'or', 'tidak', 'bertanggung', 'jawab', 'or', 'tidak', 'takut', 'kalau', 'anak', 'jadi', 'korban', 'takut', 'pihak', 'perempuan', 'tidak', 'paling', 'disalahin', 'hakimi', 'tidak', 'siap', 'bye']","['memang', 'cukup', 'nikah', 'sama', 'bikin', 'anak', 'doang', 'takut', 'pasang', 'selingkuh', 'or', 'tidak', 'kdrt', 'or', 'tidak', 'tanggung', 'jawab', 'or', 'tidak', 'takut', 'anak', 'korban', 'takut', 'pihak', 'perempuan', 'tidak', 'paling', 'disalahin', 'hakim', 'tidak', 'siap', 'bye']",memang cukup nikah sama bikin anak doang takut pasang selingkuh or tidak kdrt or tidak tanggung jawab or tidak takut anak korban takut pihak perempuan tidak paling disalahin hakim tidak siap bye
benci bgt tiap di film ada kdrt karena di real life banyak yg begitu. it hurts so much,negatif,benci bgt tiap di film ada kdrt karena di real life banyak yg begitu it hurts so much,benci sangat tiap di film ada kdrt karena di aslinya banyak yang begitu it hurts so much,"['benci', 'sangat', 'tiap', 'di', 'film', 'ada', 'kdrt', 'karena', 'di', 'aslinya', 'banyak', 'yang', 'begitu', 'it', 'hurts', 'so', 'much']","['benci', 'sangat', 'tiap', 'film', 'kdrt', 'aslinya', 'banyak', 'it', 'hurts', 'so', 'much']","['benci', 'sangat', 'tiap', 'film', 'kdrt', 'asli', 'banyak', 'it', 'hurts', 'so', 'much']",benci sangat tiap film kdrt asli banyak it hurts so much
Pusing juga ya nyimak perdebatan org mau nikah sm enggak Gw jujur takut rumah tangganya gagal ga bisa mendidik anak kdrt dsb Tp gw juga ga mau kesepian gw mau ngerasain dicintai org ,negatif,pusing juga ya nyimak perdebatan org mau nikah sm enggak gw jujur takut rumah tangganya gagal ga bisa mendidik anak kdrt dsb tp gw juga ga mau kesepian gw mau ngerasain dicintai org,pusing juga ya nyimak perdebatan orang mau nikah sama tidak saya jujur takut rumah tangganya gagal tidak bisa mendidik anak kdrt dan sebagainya tetapi saya juga tidak mau kesepian saya mau merasakan dicintai orang,"['pusing', 'juga', 'ya', 'nyimak', 'perdebatan', 'orang', 'mau', 'nikah', 'sama', 'tidak', 'saya', 'jujur', 'takut', 'rumah', 'tangganya', 'gagal', 'tidak', 'bisa', 'mendidik', 'anak', 'kdrt', 'dan', 'sebagainya', 'tetapi', 'saya', 'juga', 'tidak', 'mau', 'kesepian', 'saya', 'mau', 'merasakan', 'dicintai', 'orang']","['pusing', 'nyimak', 'perdebatan', 'orang', 'mau', 'nikah', 'sama', 'tidak', 'jujur', 'takut', 'rumah', 'tangganya', 'gagal', 'tidak', 'mendidik', 'anak', 'kdrt', 'sebagainya', 'tidak', 'mau', 'kesepian', 'mau', 'merasakan', 'dicintai', 'orang']","['pusing', 'nyimak', 'debat', 'orang', 'nikah', 'sama', 'tidak', 'jujur', 'takut', 'rumah', 'tangga', 'gagal', 'tidak', 'didik', 'anak', 'kdrt', 'bagai', 'tidak', 'sepi', 'rasa', 'cinta', 'orang']",pusing nyimak debat orang nikah sama tidak jujur takut rumah tangga gagal tidak didik anak kdrt bagai tidak sepi rasa cinta orang
